ImageInput,Augmentation,Scheduler,CriterionWeight,OptimizerType,OptimizerLR,LossFunction,Model,Fold,Accuracy,Precision,Recall,F1,AUC,Uncertainty,num_epochs_trained
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R50,3,0.912534435261708,0.8774478805606749,0.8347077450851035,0.8536549363008039,0.9369639794168095,0.024622117803561556,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R50,4,0.9201101928374655,0.8971411730032419,0.839424726217179,0.8641326794011358,0.9431983111228395,0.028262908412716538,8
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R50,5,0.9159779614325069,0.8792804280099378,0.8460878743897612,0.8612333145328068,0.9394709064520386,0.02662998887729886,8
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R101,1,0.9263085399449036,0.8976864778619864,0.861756168359942,0.8781205505457996,0.9544794827813695,0.02620880453614186,8
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R101,2,0.9111570247933884,0.8800451056836658,0.8259335004618024,0.8491328935042927,0.9443498182777771,0.02499446514261857,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R101,3,0.9090909090909091,0.8649393391843057,0.8391608391608392,0.8511310572379275,0.9330806414854441,0.03336563074940704,8
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R101,4,0.9070247933884298,0.8527777362384292,0.8537076131415754,0.8532414239220523,0.9430573714450214,0.02780189469182945,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R101,5,0.9056473829201102,0.8787287937872879,0.8066697453489906,0.8358028716585706,0.9385892837865394,0.02585721694227425,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R152,1,0.9077134986225895,0.8742158224916845,0.8198311122839425,0.8430498193082085,0.9366970936439205,0.027452467036085344,8
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R152,2,0.9070247933884298,0.8893952622082533,0.8009302018735981,0.835086482425462,0.9466228454221592,0.022605794190425913,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R152,3,0.9111570247933884,0.893513624117587,0.8114197123631086,0.843922356146805,0.9340912089625641,0.023837697790089662,8
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R152,4,0.9070247933884298,0.8745173745173744,0.8167634252539913,0.8411608981272674,0.9417229425805754,0.029022765667692445,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R152,5,0.9166666666666666,0.8962510187449063,0.8280445969125214,0.8563226239611129,0.9411381928534587,0.028861196681978223,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,D121,1,0.9042699724517906,0.8760401737604018,0.8044926771341866,0.8334058332886227,0.9268313161966678,0.03209181251550054,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,D121,2,0.9056473829201102,0.875213257267047,0.8106280511940889,0.8373239626667146,0.9181380369201981,0.028433463483270697,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,D121,3,0.9180440771349863,0.8963373050020174,0.8328605356907244,0.8595602010834447,0.9340162410488311,0.02893214887200819,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,D121,4,0.9090909090909091,0.8681944444444445,0.8338830980340415,0.8494282383330138,0.928762489654428,0.03397389116705405,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,D121,5,0.9084022038567493,0.8739438453925092,0.8228987993138936,0.8449195069635893,0.9211967278005015,0.02650060084910457,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,D169,1,0.9173553719008265,0.8886757425742574,0.8390288956326692,0.8607002721397347,0.9330326620206552,0.020936408600783385,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,D169,2,0.9201101928374655,0.8925619834710744,0.8447024673439768,0.8657407407407407,0.9363942232724395,0.017350630396838474,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,D169,3,0.9152892561983471,0.8804044106600968,0.8417007520781106,0.8590864081614941,0.9280308028163946,0.022006719917369435,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,D169,4,0.9132231404958677,0.8902978129362493,0.8219422087346615,0.8501547987616098,0.9342291499238325,0.024908476177365708,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,D169,5,0.9166666666666666,0.8913536389146103,0.8333223380393192,0.858062796136741,0.9270562199378666,0.022186591552322568,10
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,Vit,1,0.8911845730027548,0.85,0.7844702467343977,0.8109293976864779,0.9174483321138552,0.013828374407386051,10
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,Vit,2,0.8946280991735537,0.8551649779068622,0.791892070193957,0.8177637596334866,0.9189926711367535,0.012601252322883059,10
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,Vit,3,0.8939393939393939,0.851436188510492,0.7941021242908035,0.8179769793074255,0.9162038647458888,0.0146129328443846,9
